"LocID","Time","AgeGrp","SexID"
4,"2020-2025","10-14",3
4,"2020-2025","15-19",1
4,"2020-2025","15-19",2
4,"2020-2025","15-19",3
4,"2020-2025","20-24",1
4,"2020-2025","20-24",2
4,"2020-2025","20-24",3
4,"2020-2025","25-29",1
4,"2020-2025","25-29",2
4,"2020-2025","25-29",3
4,"2020-2025","30-34",1
4,"2020-2025","30-34",2
4,"2020-2025","30-34",3
4,"2020-2025","35-39",1
4,"2020-2025","35-39",2
4,"2020-2025","35-39",3
4,"2020-2025","40-44",1
4,"2020-2025","40-44",2
4,"2020-2025","40-44",3
4,"2020-2025","45-49",1
4,"2020-2025","45-49",2
4,"2020-2025","45-49",3
4,"2020-2025","50-54",1
4,"2020-2025","50-54",2
4,"2020-2025","50-54",3
4,"2020-2025","55-59",1
4,"2020-2025","55-59",2
4,"2020-2025","55-59",3
4,"2020-2025","60-64",1
4,"2020-2025","60-64",2
4,"2020-2025","60-64",3
4,"2020-2025","65-69",1
4,"2020-2025","65-69",2
4,"2020-2025","65-69",3
4,"2020-2025","70-74",1
4,"2020-2025","70-74",2
4,"2020-2025","70-74",3
4,"2020-2025","75-79",1
4,"2020-2025","75-79",2
4,"2020-2025","75-79",3
4,"2020-2025","80-84",1
4,"2020-2025","80-84",2
4,"2020-2025","80-84",3
4,"2020-2025","85-89",1
4,"2020-2025","85-89",2
4,"2020-2025","85-89",3
4,"2020-2025","90-94",1
4,"2020-2025","90-94",2
4,"2020-2025","90-94",3
4,"2020-2025","95-99",1
4,"2020-2025","95-99",2
4,"2020-2025","95-99",3
4,"2020-2025","100+",1
4,"2020-2025","100+",2
4,"2020-2025","100+",3
4,"2025-2030","0",1
4,"2025-2030","0",2
4,"2025-2030","0",3
4,"2025-2030","1-4",1
4,"2025-2030","1-4",2
4,"2025-2030","1-4",3
4,"2025-2030","5-9",1
4,"2025-2030","5-9",2
4,"2025-2030","5-9",3
4,"2025-2030","10-14",1
4,"2025-2030","10-14",2
4,"2025-2030","10-14",3
4,"2025-2030","15-19",1
4,"2025-2030","15-19",2
4,"2025-2030","15-19",3
4,"2025-2030","20-24",1
4,"2025-2030","20-24",2
4,"2025-2030","20-24",3
4,"2025-2030","25-29",1
4,"2025-2030","25-29",2
4,"2025-2030","25-29",3
4,"2025-2030","30-34",1
4,"2025-2030","30-34",2
4,"2025-2030","30-34",3
4,"2025-2030","35-39",1
4,"2025-2030","35-39",2
4,"2025-2030","35-39",3
4,"2025-2030","40-44",1
4,"2025-2030","40-44",2
4,"2025-2030","40-44",3
4,"2025-2030","45-49",1
4,"2025-2030","45-49",2
4,"2025-2030","45-49",3
4,"2025-2030","50-54",1
4,"2025-2030","50-54",2
4,"2025-2030","50-54",3
4,"2025-2030","55-59",1
4,"2025-2030","55-59",2
4,"2025-2030","55-59",3
4,"2025-2030","60-64",1
4,"2025-2030","60-64",2
4,"2025-2030","60-64",3
4,"2025-2030","65-69",1
4,"2025-2030","65-69",2
4,"2025-2030","65-69",3
4,"2025-2030","70-74",1
4,"2025-2030","70-74",2
4,"2025-2030","70-74",3
4,"2025-2030","75-79",1
4,"2025-2030","75-79",2
4,"2025-2030","75-79",3
4,"2025-2030","80-84",1
4,"2025-2030","80-84",2
4,"2025-2030","80-84",3
4,"2025-2030","85-89",1
4,"2025-2030","85-89",2
4,"2025-2030","85-89",3
4,"2025-2030","90-94",1
4,"2025-2030","90-94",2
4,"2025-2030","90-94",3
4,"2025-2030","95-99",1
4,"2025-2030","95-99",2
4,"2025-2030","95-99",3
4,"2025-2030","100+",1
4,"2025-2030","100+",2
4,"2025-2030","100+",3
4,"2030-2035","0",1
4,"2030-2035","0",2
4,"2030-2035","0",3
4,"2030-2035","1-4",1
4,"2030-2035","1-4",2
4,"2030-2035","1-4",3
4,"2030-2035","5-9",1
4,"2030-2035","5-9",2
4,"2030-2035","5-9",3
4,"2030-2035","10-14",1
4,"2030-2035","10-14",2
4,"2030-2035","10-14",3
4,"2030-2035","15-19",1
4,"2030-2035","15-19",2
4,"2030-2035","15-19",3
4,"2030-2035","20-24",1
4,"2030-2035","20-24",2
4,"2030-2035","20-24",3
4,"2030-2035","25-29",1
4,"2030-2035","25-29",2
4,"2030-2035","25-29",3
4,"2030-2035","30-34",1
4,"2030-2035","30-34",2
4,"2030-2035","30-34",3
4,"2030-2035","35-39",1
4,"2030-2035","35-39",2
4,"2030-2035","35-39",3
4,"2030-2035","40-44",1
4,"2030-2035","40-44",2
4,"2030-2035","40-44",3
4,"2030-2035","45-49",1
4,"2030-2035","45-49",2
4,"2030-2035","45-49",3
4,"2030-2035","50-54",1
4,"2030-2035","50-54",2
4,"2030-2035","50-54",3
4,"2030-2035","55-59",1
4,"2030-2035","55-59",2
4,"2030-2035","55-59",3
4,"2030-2035","60-64",1
4,"2030-2035","60-64",2
4,"2030-2035","60-64",3
4,"2030-2035","65-69",1
4,"2030-2035","65-69",2
4,"2030-2035","65-69",3
4,"2030-2035","70-74",1
4,"2030-2035","70-74",2
4,"2030-2035","70-74",3
4,"2030-2035","75-79",1
4,"2030-2035","75-79",2
4,"2030-2035","75-79",3
4,"2030-2035","80-84",1
4,"2030-2035","80-84",2
4,"2030-2035","80-84",3
4,"2030-2035","85-89",1
4,"2030-2035","85-89",2
4,"2030-2035","85-89",3
4,"2030-2035","90-94",1
4,"2030-2035","90-94",2
4,"2030-2035","90-94",3
4,"2030-2035","95-99",1
4,"2030-2035","95-99",2
4,"2030-2035","95-99",3
4,"2030-2035","100+",1
4,"2030-2035","100+",2
4,"2030-2035","100+",3
4,"2035-2040","0",1
4,"2035-2040","0",2
4,"2035-2040","0",3
4,"2035-2040","1-4",1
4,"2035-2040","1-4",2
4,"2035-2040","1-4",3
4,"2035-2040","5-9",1
4,"2035-2040","5-9",2
4,"2035-2040","5-9",3
4,"2035-2040","10-14",1
4,"2035-2040","10-14",2
4,"2035-2040","10-14",3
4,"2035-2040","15-19",1
4,"2035-2040","15-19",2
4,"2035-2040","15-19",3
4,"2035-2040","20-24",1
4,"2035-2040","20-24",2
4,"2035-2040","20-24",3
4,"2035-2040","25-29",1
4,"2035-2040","25-29",2
4,"2035-2040","25-29",3
4,"2035-2040","30-34",1
4,"2035-2040","30-34",2
4,"2035-2040","30-34",3
4,"2035-2040","35-39",1
4,"2035-2040","35-39",2
4,"2035-2040","35-39",3
4,"2035-2040","40-44",1
4,"2035-2040","40-44",2
4,"2035-2040","40-44",3
4,"2035-2040","45-49",1
4,"2035-2040","45-49",2
4,"2035-2040","45-49",3
4,"2035-2040","50-54",1
4,"2035-2040","50-54",2
4,"2035-2040","50-54",3
4,"2035-2040","55-59",1
4,"2035-2040","55-59",2
4,"2035-2040","55-59",3
4,"2035-2040","60-64",1
4,"2035-2040","60-64",2
4,"2035-2040","60-64",3
4,"2035-2040","65-69",1
4,"2035-2040","65-69",2
4,"2035-2040","65-69",3
4,"2035-2040","70-74",1
4,"2035-2040","70-74",2
4,"2035-2040","70-74",3
4,"2035-2040","75-79",1
4,"2035-2040","75-79",2
4,"2035-2040","75-79",3
4,"2035-2040","80-84",1
4,"2035-2040","80-84",2
4,"2035-2040","80-84",3
4,"2035-2040","85-89",1
4,"2035-2040","85-89",2
4,"2035-2040","85-89",3
4,"2035-2040","90-94",1
4,"2035-2040","90-94",2
4,"2035-2040","90-94",3
4,"2035-2040","95-99",1
4,"2035-2040","95-99",2
4,"2035-2040","95-99",3
4,"2035-2040","100+",1
4,"2035-2040","100+",2
4,"2035-2040","100+",3
4,"2040-2045","0",1
4,"2040-2045","0",2
4,"2040-2045","0",3
4,"2040-2045","1-4",1
4,"2040-2045","1-4",2
4,"2040-2045","1-4",3
4,"2040-2045","5-9",1
4,"2040-2045","5-9",2
4,"2040-2045","5-9",3
4,"2040-2045","10-14",1
4,"2040-2045","10-14",2
4,"2040-2045","10-14",3
4,"2040-2045","15-19",1
4,"2040-2045","15-19",2
4,"2040-2045","15-19",3
4,"2040-2045","20-24",1
4,"2040-2045","20-24",2
4,"2040-2045","20-24",3
4,"2040-2045","25-29",1
4,"2040-2045","25-29",2
4,"2040-2045","25-29",3
4,"2040-2045","30-34",1
4,"2040-2045","30-34",2
4,"2040-2045","30-34",3
4,"2040-2045","35-39",1
4,"2040-2045","35-39",2
4,"2040-2045","35-39",3
4,"2040-2045","40-44",1
4,"2040-2045","40-44",2
4,"2040-2045","40-44",3
4,"2040-2045","45-49",1
4,"2040-2045","45-49",2
4,"2040-2045","45-49",3
4,"2040-2045","50-54",1
4,"2040-2045","50-54",2
4,"2040-2045","50-54",3
4,"2040-2045","55-59",1
4,"2040-2045","55-59",2
4,"2040-2045","55-59",3
4,"2040-2045","60-64",1
4,"2040-2045","60-64",2
4,"2040-2045","60-64",3
4,"2040-2045","65-69",1
4,"2040-2045","65-69",2
4,"2040-2045","65-69",3
4,"2040-2045","70-74",1
4,"2040-2045","70-74",2
4,"2040-2045","70-74",3
4,"2040-2045","75-79",1
4,"2040-2045","75-79",2
4,"2040-2045","75-79",3
4,"2040-2045","80-84",1
4,"2040-2045","80-84",2
4,"2040-2045","80-84",3
4,"2040-2045","85-89",1
4,"2040-2045","85-89",2
4,"2040-2045","85-89",3
4,"2040-2045","90-94",1
4,"2040-2045","90-94",2
4,"2040-2045","90-94",3
4,"2040-2045","95-99",1
4,"2040-2045","95-99",2
4,"2040-2045","95-99",3
4,"2040-2045","100+",1
4,"2040-2045","100+",2
4,"2040-2045","100+",3
4,"2045-2050","0",1
4,"2045-2050","0",2
4,"2045-2050","0",3
4,"2045-2050","1-4",1
4,"2045-2050","1-4",2
4,"2045-2050","1-4",3
4,"2045-2050","5-9",1
4,"2045-2050","5-9",2
4,"2045-2050","5-9",3
4,"2045-2050","10-14",1
4,"2045-2050","10-14",2
4,"2045-2050","10-14",3
4,"2045-2050","15-19",1
4,"2045-2050","15-19",2
4,"2045-2050","15-19",3
4,"2045-2050","20-24",1
4,"2045-2050","20-24",2
4,"2045-2050","20-24",3
4,"2045-2050","25-29",1
4,"2045-2050","25-29",2
4,"2045-2050","25-29",3
4,"2045-2050","30-34",1
4,"2045-2050","30-34",2
4,"2045-2050","30-34",3
4,"2045-2050","35-39",1
4,"2045-2050","35-39",2
4,"2045-2050","35-39",3
4,"2045-2050","40-44",1
4,"2045-2050","40-44",2
4,"2045-2050","40-44",3
4,"2045-2050","45-49",1
4,"2045-2050","45-49",2
4,"2045-2050","45-49",3
4,"2045-2050","50-54",1
4,"2045-2050","50-54",2
4,"2045-2050","50-54",3
4,"2045-2050","55-59",1
4,"2045-2050","55-59",2
4,"2045-2050","55-59",3
4,"2045-2050","60-64",1
4,"2045-2050","60-64",2
4,"2045-2050","60-64",3
4,"2045-2050","65-69",1
4,"2045-2050","65-69",2
4,"2045-2050","65-69",3
4,"2045-2050","70-74",1
4,"2045-2050","70-74",2
4,"2045-2050","70-74",3
4,"2045-2050","75-79",1
4,"2045-2050","75-79",2
4,"2045-2050","75-79",3
4,"2045-2050","80-84",1
4,"2045-2050","80-84",2
4,"2045-2050","80-84",3
4,"2045-2050","85-89",1
4,"2045-2050","85-89",2
4,"2045-2050","85-89",3
4,"2045-2050","90-94",1
4,"2045-2050","90-94",2
4,"2045-2050","90-94",3
4,"2045-2050","95-99",1
4,"2045-2050","95-99",2
4,"2045-2050","95-99",3
4,"2045-2050","100+",1
4,"2045-2050","100+",2
4,"2045-2050","100+",3
4,"2050-2055","0",1
4,"2050-2055","0",2
4,"2050-2055","0",3
4,"2050-2055","1-4",1
4,"2050-2055","1-4",2
4,"2050-2055","1-4",3
4,"2050-2055","5-9",1
4,"2050-2055","5-9",2
4,"2050-2055","5-9",3
4,"2050-2055","10-14",1
4,"2050-2055","10-14",2
4,"2050-2055","10-14",3
4,"2050-2055","15-19",1
4,"2050-2055","15-19",2
4,"2050-2055","15-19",3
4,"2050-2055","20-24",1
4,"2050-2055","20-24",2
4,"2050-2055","20-24",3
4,"2050-2055","25-29",1
4,"2050-2055","25-29",2
4,"2050-2055","25-29",3
4,"2050-2055","30-34",1
4,"2050-2055","30-34",2
4,"2050-2055","30-34",3
4,"2050-2055","35-39",1
4,"2050-2055","35-39",2
4,"2050-2055","35-39",3
4,"2050-2055","40-44",1
4,"2050-2055","40-44",2
4,"2050-2055","40-44",3
4,"2050-2055","45-49",1
4,"2050-2055","45-49",2
4,"2050-2055","45-49",3
4,"2050-2055","50-54",1
4,"2050-2055","50-54",2
4,"2050-2055","50-54",3
4,"2050-2055","55-59",1
4,"2050-2055","55-59",2
4,"2050-2055","55-59",3
4,"2050-2055","60-64",1
4,"2050-2055","60-64",2
4,"2050-2055","60-64",3
4,"2050-2055","65-69",1
4,"2050-2055","65-69",2
4,"2050-2055","65-69",3
4,"2050-2055","70-74",1
4,"2050-2055","70-74",2
4,"2050-2055","70-74",3
4,"2050-2055","75-79",1
4,"2050-2055","75-79",2
4,"2050-2055","75-79",3
4,"2050-2055","80-84",1
4,"2050-2055","80-84",2
4,"2050-2055","80-84",3
4,"2050-2055","85-89",1
4,"2050-2055","85-89",2
4,"2050-2055","85-89",3
4,"2050-2055","90-94",1
4,"2050-2055","90-94",2
4,"2050-2055","90-94",3
4,"2050-2055","95-99",1
4,"2050-2055","95-99",2
4,"2050-2055","95-99",3
4,"2050-2055","100+",1
4,"2050-2055","100+",2
4,"2050-2055","100+",3
4,"2055-2060","0",1
4,"2055-2060","0",2
4,"2055-2060","0",3
4,"2055-2060","1-4",1
4,"2055-2060","1-4",2
4,"2055-2060","1-4",3
4,"2055-2060","5-9",1
4,"2055-2060","5-9",2
4,"2055-2060","5-9",3
4,"2055-2060","10-14",1
4,"2055-2060","10-14",2
4,"2055-2060","10-14",3
4,"2055-2060","15-19",1
4,"2055-2060","15-19",2
4,"2055-2060","15-19",3
4,"2055-2060","20-24",1
4,"2055-2060","20-24",2
4,"2055-2060","20-24",3
4,"2055-2060","25-29",1
4,"2055-2060","25-29",2
4,"2055-2060","25-29",3
4,"2055-2060","30-34",1
4,"2055-2060","30-34",2
4,"2055-2060","30-34",3
4,"2055-2060","35-39",1
4,"2055-2060","35-39",2
4,"2055-2060","35-39",3
4,"2055-2060","40-44",1
4,"2055-2060","40-44",2
4,"2055-2060","40-44",3
4,"2055-2060","45-49",1
4,"2055-2060","45-49",2
4,"2055-2060","45-49",3
4,"2055-2060","50-54",1
4,"2055-2060","50-54",2
4,"2055-2060","50-54",3
4,"2055-2060","55-59",1
4,"2055-2060","55-59",2
4,"2055-2060","55-59",3
4,"2055-2060","60-64",1
4,"2055-2060","60-64",2
4,"2055-2060","60-64",3
4,"2055-2060","65-69",1
4,"2055-2060","65-69",2
4,"2055-2060","65-69",3
4,"2055-2060","70-74",1
4,"2055-2060","70-74",2
4,"2055-2060","70-74",3
4,"2055-2060","75-79",1
4,"2055-2060","75-79",2
4,"2055-2060","75-79",3
4,"2055-2060","80-84",1
4,"2055-2060","80-84",2
4,"2055-2060","80-84",3
4,"2055-2060","85-89",1
4,"2055-2060","85-89",2
4,"2055-2060","85-89",3
4,"2055-2060","90-94",1
4,"2055-2060","90-94",2
4,"2055-2060","90-94",3
4,"2055-2060","95-99",1
4,"2055-2060","95-99",2
4,"2055-2060","95-99",3
4,"2055-2060","100+",1
4,"2055-2060","100+",2
4,"2055-2060","100+",3
4,"2060-2065","0",1
4,"2060-2065","0",2
4,"2060-2065","0",3
4,"2060-2065","1-4",1
4,"2060-2065","1-4",2
4,"2060-2065","1-4",3
4,"2060-2065","5-9",1
4,"2060-2065","5-9",2
4,"2060-2065","5-9",3
4,"2060-2065","10-14",1
4,"2060-2065","10-14",2
4,"2060-2065","10-14",3
4,"2060-2065","15-19",1
4,"2060-2065","15-19",2
4,"2060-2065","15-19",3
4,"2060-2065","20-24",1
4,"2060-2065","20-24",2
4,"2060-2065","20-24",3
4,"2060-2065","25-29",1
4,"2060-2065","25-29",2
4,"2060-2065","25-29",3
4,"2060-2065","30-34",1
4,"2060-2065","30-34",2
4,"2060-2065","30-34",3
4,"2060-2065","35-39",1
4,"2060-2065","35-39",2
4,"2060-2065","35-39",3
4,"2060-2065","40-44",1
4,"2060-2065","40-44",2
4,"2060-2065","40-44",3
4,"2060-2065","45-49",1
4,"2060-2065","45-49",2
4,"2060-2065","45-49",3
4,"2060-2065","50-54",1
4,"2060-2065","50-54",2
4,"2060-2065","50-54",3
4,"2060-2065","55-59",1
4,"2060-2065","55-59",2
4,"2060-2065","55-59",3
4,"2060-2065","60-64",1
4,"2060-2065","60-64",2
4,"2060-2065","60-64",3
4,"2060-2065","65-69",1
4,"2060-2065","65-69",2
4,"2060-2065","65-69",3
4,"2060-2065","70-74",1
4,"2060-2065","70-74",2
4,"2060-2065","70-74",3
4,"2060-2065","75-79",1
4,"2060-2065","75-79",2
4,"2060-2065","75-79",3
4,"2060-2065","80-84",1
4,"2060-2065","80-84",2
4,"2060-2065","80-84",3
4,"2060-2065","85-89",1
4,"2060-2065","85-89",2
4,"2060-2065","85-89",3
4,"2060-2065","90-94",1
4,"2060-2065","90-94",2
4,"2060-2065","90-94",3
4,"2060-2065","95-99",1
4,"2060-2065","95-99",2
4,"2060-2065","95-99",3
4,"2060-2065","100+",1
4,"2060-2065","100+",2
4,"2060-2065","100+",3
4,"2065-2070","0",1
4,"2065-2070","0",2
4,"2065-2070","0",3
4,"2065-2070","1-4",1
4,"2065-2070","1-4",2
4,"2065-2070","1-4",3
4,"2065-2070","5-9",1
4,"2065-2070","5-9",2
4,"2065-2070","5-9",3
4,"2065-2070","10-14",1
4,"2065-2070","10-14",2
4,"2065-2070","10-14",3
4,"2065-2070","15-19",1
4,"2065-2070","15-19",2
4,"2065-2070","15-19",3
4,"2065-2070","20-24",1
4,"2065-2070","20-24",2
4,"2065-2070","20-24",3
4,"2065-2070","25-29",1
4,"2065-2070","25-29",2
4,"2065-2070","25-29",3
4,"2065-2070","30-34",1
4,"2065-2070","30-34",2
4,"2065-2070","30-34",3
4,"2065-2070","35-39",1
4,"2065-2070","35-39",2
4,"2065-2070","35-39",3
4,"2065-2070","40-44",1
4,"2065-2070","40-44",2
4,"2065-2070","40-44",3
4,"2065-2070","45-49",1
4,"2065-2070","45-49",2
4,"2065-2070","45-49",3
4,"2065-2070","50-54",1
4,"2065-2070","50-54",2
4,"2065-2070","50-54",3
4,"2065-2070","55-59",1
4,"2065-2070","55-59",2
4,"2065-2070","55-59",3
4,"2065-2070","60-64",1
4,"2065-2070","60-64",2
4,"2065-2070","60-64",3
4,"2065-2070","65-69",1
4,"2065-2070","65-69",2
4,"2065-2070","65-69",3
4,"2065-2070","70-74",1
4,"2065-2070","70-74",2
4,"2065-2070","70-74",3
4,"2065-2070","75-79",1
4,"2065-2070","75-79",2
4,"2065-2070","75-79",3
4,"2065-2070","80-84",1
4,"2065-2070","80-84",2
4,"2065-2070","80-84",3
4,"2065-2070","85-89",1
4,"2065-2070","85-89",2
4,"2065-2070","85-89",3
4,"2065-2070","90-94",1
4,"2065-2070","90-94",2
4,"2065-2070","90-94",3
4,"2065-2070","95-99",1
4,"2065-2070","95-99",2
4,"2065-2070","95-99",3
4,"2065-2070","100+",1
4,"2065-2070","100+",2
4,"2065-2070","100+",3
4,"2070-2075","0",1
4,"2070-2075","0",2
4,"2070-2075","0",3
4,"2070-2075","1-4",1
4,"2070-2075","1-4",2
4,"2070-2075","1-4",3
4,"2070-2075","5-9",1
4,"2070-2075","5-9",2
4,"2070-2075","5-9",3
4,"2070-2075","10-14",1
4,"2070-2075","10-14",2
4,"2070-2075","10-14",3
4,"2070-2075","15-19",1
4,"2070-2075","15-19",2
4,"2070-2075","15-19",3
4,"2070-2075","20-24",1
4,"2070-2075","20-24",2
4,"2070-2075","20-24",3
4,"2070-2075","25-29",1
4,"2070-2075","25-29",2
4,"2070-2075","25-29",3
4,"2070-2075","30-34",1
4,"2070-2075","30-34",2
4,"2070-2075","30-34",3
4,"2070-2075","35-39",1
4,"2070-2075","35-39",2
4,"2070-2075","35-39",3
4,"2070-2075","40-44",1
4,"2070-2075","40-44",2
4,"2070-2075","40-44",3
4,"2070-2075","45-49",1
4,"2070-2075","45-49",2
4,"2070-2075","45-49",3
4,"2070-2075","50-54",1
4,"2070-2075","50-54",2
4,"2070-2075","50-54",3
4,"2070-2075","55-59",1
4,"2070-2075","55-59",2
4,"2070-2075","55-59",3
4,"2070-2075","60-64",1
4,"2070-2075","60-64",2
4,"2070-2075","60-64",3
4,"2070-2075","65-69",1
4,"2070-2075","65-69",2
4,"2070-2075","65-69",3
4,"2070-2075","70-74",1
4,"2070-2075","70-74",2
4,"2070-2075","70-74",3
4,"2070-2075","75-79",1
4,"2070-2075","75-79",2
4,"2070-2075","75-79",3
4,"2070-2075","80-84",1
4,"2070-2075","80-84",2
4,"2070-2075","80-84",3
4,"2070-2075","85-89",1
4,"2070-2075","85-89",2
4,"2070-2075","85-89",3
4,"2070-2075","90-94",1
4,"2070-2075","90-94",2
4,"2070-2075","90-94",3
4,"2070-2075","95-99",1
4,"2070-2075","95-99",2
4,"2070-2075","95-99",3
4,"2070-2075","100+",1
4,"2070-2075","100+",2
4,"2070-2075","100+",3
4,"2075-2080","0",1
4,"2075-2080","0",2
4,"2075-2080","0",3
4,"2075-2080","1-4",1
4,"2075-2080","1-4",2
4,"2075-2080","1-4",3
4,"2075-2080","5-9",1
4,"2075-2080","5-9",2
4,"2075-2080","5-9",3
4,"2075-2080","10-14",1
4,"2075-2080","10-14",2
4,"2075-2080","10-14",3
4,"2075-2080","15-19",1
4,"2075-2080","15-19",2
4,"2075-2080","15-19",3
4,"2075-2080","20-24",1
4,"2075-2080","20-24",2
4,"2075-2080","20-24",3
4,"2075-2080","25-29",1
4,"2075-2080","25-29",2
4,"2075-2080","25-29",3
4,"2075-2080","30-34",1
4,"2075-2080","30-34",2
4,"2075-2080","30-34",3
4,"2075-2080","35-39",1
4,"2075-2080","35-39",2
4,"2075-2080","35-39",3
4,"2075-2080","40-44",1
4,"2075-2080","40-44",2
4,"2075-2080","40-44",3
4,"2075-2080","45-49",1
4,"2075-2080","45-49",2
4,"2075-2080","45-49",3
4,"2075-2080","50-54",1
4,"2075-2080","50-54",2
4,"2075-2080","50-54",3
4,"2075-2080","55-59",1
4,"2075-2080","55-59",2
4,"2075-2080","55-59",3
4,"2075-2080","60-64",1
4,"2075-2080","60-64",2
4,"2075-2080","60-64",3
4,"2075-2080","65-69",1
4,"2075-2080","65-69",2
4,"2075-2080","65-69",3
4,"2075-2080","70-74",1
4,"2075-2080","70-74",2
4,"2075-2080","70-74",3
4,"2075-2080","75-79",1
4,"2075-2080","75-79",2
4,"2075-2080","75-79",3
4,"2075-2080","80-84",1
4,"2075-2080","80-84",2
4,"2075-2080","80-84",3
4,"2075-2080","85-89",1
4,"2075-2080","85-89",2
4,"2075-2080","85-89",3
4,"2075-2080","90-94",1
4,"2075-2080","90-94",2
4,"2075-2080","90-94",3
4,"2075-2080","95-99",1
4,"2075-2080","95-99",2
4,"2075-2080","95-99",3
4,"2075-2080","100+",1
4,"2075-2080","100+",2
4,"2075-2080","100+",3
4,"2080-2085","0",1
4,"2080-2085","0",2
4,"2080-2085","0",3
4,"2080-2085","1-4",1
4,"2080-2085","1-4",2
4,"2080-2085","1-4",3
4,"2080-2085","5-9",1
4,"2080-2085","5-9",2
4,"2080-2085","5-9",3
4,"2080-2085","10-14",1
4,"2080-2085","10-14",2
4,"2080-2085","10-14",3
4,"2080-2085","15-19",1
4,"2080-2085","15-19",2
4,"2080-2085","15-19",3
4,"2080-2085","20-24",1
4,"2080-2085","20-24",2
4,"2080-2085","20-24",3
4,"2080-2085","25-29",1
4,"2080-2085","25-29",2
4,"2080-2085","25-29",3
4,"2080-2085","30-34",1
4,"2080-2085","30-34",2
4,"2080-2085","30-34",3
4,"2080-2085","35-39",1
4,"2080-2085","35-39",2
4,"2080-2085","35-39",3
4,"2080-2085","40-44",1
4,"2080-2085","40-44",2
4,"2080-2085","40-44",3
4,"2080-2085","45-49",1
4,"2080-2085","45-49",2
4,"2080-2085","45-49",3
4,"2080-2085","50-54",1
4,"2080-2085","50-54",2
4,"2080-2085","50-54",3
4,"2080-2085","55-59",1
4,"2080-2085","55-59",2
4,"2080-2085","55-59",3
4,"2080-2085","60-64",1
4,"2080-2085","60-64",2
4,"2080-2085","60-64",3
4,"2080-2085","65-69",1
4,"2080-2085","65-69",2
4,"2080-2085","65-69",3
4,"2080-2085","70-74",1
4,"2080-2085","70-74",2
4,"2080-2085","70-74",3
4,"2080-2085","75-79",1
4,"2080-2085","75-79",2
4,"2080-2085","75-79",3
4,"2080-2085","80-84",1
4,"2080-2085","80-84",2
4,"2080-2085","80-84",3
4,"2080-2085","85-89",1
4,"2080-2085","85-89",2
4,"2080-2085","85-89",3
4,"2080-2085","90-94",1
4,"2080-2085","90-94",2
4,"2080-2085","90-94",3
4,"2080-2085","95-99",1
4,"2080-2085","95-99",2
4,"2080-2085","95-99",3
4,"2080-2085","100+",1
4,"2080-2085","100+",2
4,"2080-2085","100+",3
4,"2085-2090","0",1
4,"2085-2090","0",2
4,"2085-2090","0",3
4,"2085-2090","1-4",1
4,"2085-2090","1-4",2
4,"2085-2090","1-4",3
4,"2085-2090","5-9",1
4,"2085-2090","5-9",2
4,"2085-2090","5-9",3
4,"2085-2090","10-14",1
4,"2085-2090","10-14",2
4,"2085-2090","10-14",3
4,"2085-2090","15-19",1
4,"2085-2090","15-19",2
4,"2085-2090","15-19",3
4,"2085-2090","20-24",1
4,"2085-2090","20-24",2
4,"2085-2090","20-24",3
4,"2085-2090","25-29",1
4,"2085-2090","25-29",2
4,"2085-2090","25-29",3
4,"2085-2090","30-34",1
4,"2085-2090","30-34",2
4,"2085-2090","30-34",3
4,"2085-2090","35-39",1
4,"2085-2090","35-39",2
4,"2085-2090","35-39",3
4,"2085-2090","40-44",1
4,"2085-2090","40-44",2
4,"2085-2090","40-44",3
4,"2085-2090","45-49",1
4,"2085-2090","45-49",2
4,"2085-2090","45-49",3
4,"2085-2090","50-54",1
4,"2085-2090","50-54",2
4,"2085-2090","50-54",3
4,"2085-2090","55-59",1
4,"2085-2090","55-59",2
4,"2085-2090","55-59",3
4,"2085-2090","60-64",1
4,"2085-2090","60-64",2
4,"2085-2090","60-64",3
4,"2085-2090","65-69",1
4,"2085-2090","65-69",2
4,"2085-2090","65-69",3
4,"2085-2090","70-74",1
4,"2085-2090","70-74",2
4,"2085-2090","70-74",3
4,"2085-2090","75-79",1
4,"2085-2090","75-79",2
4,"2085-2090","75-79",3
4,"2085-2090","80-84",1
4,"2085-2090","80-84",2
4,"2085-2090","80-84",3
4,"2085-2090","85-89",1
4,"2085-2090","85-89",2
4,"2085-2090","85-89",3
4,"2085-2090","90-94",1
4,"2085-2090","90-94",2
4,"2085-2090","90-94",3
4,"2085-2090","95-99",1
4,"2085-2090","95-99",2
4,"2085-2090","95-99",3
4,"2085-2090","100+",1
4,"2085-2090","100+",2
4,"2085-2090","100+",3
4,"2090-2095","0",1
4,"2090-2095","0",2
4,"2090-2095","0",3
4,"2090-2095","1-4",1
4,"2090-2095","1-4",2
4,"2090-2095","1-4",3
4,"2090-2095","5-9",1
4,"2090-2095","5-9",2
4,"2090-2095","5-9",3
4,"2090-2095","10-14",1
4,"2090-2095","10-14",2
4,"2090-2095","10-14",3
4,"2090-2095","15-19",1
4,"2090-2095","15-19",2
4,"2090-2095","15-19",3
4,"2090-2095","20-24",1
4,"2090-2095","20-24",2
4,"2090-2095","20-24",3
4,"2090-2095","25-29",1
4,"2090-2095","25-29",2
4,"2090-2095","25-29",3
4,"2090-2095","30-34",1
4,"2090-2095","30-34",2
4,"2090-2095","30-34",3
4,"2090-2095","35-39",1
4,"2090-2095","35-39",2
4,"2090-2095","35-39",3
